Experiment name,Biological sample category,Biological sample name,MS/MS sample name,Cluster,Protein name,Protein accession numbers,Alternate IDs,Database sources,Protein molecular weight (Da),Protein identification probability,Exclusive unique peptide count,Exclusive unique spectrum count,Total spectrum count,Percentage of total spectra,Percentage sequence coverage,Length
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1 (P63261)",Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2,Q562R1,,Uniprot_swissprot_human_JUN08_2018.fasta,"42,004.20",61.90%,0,0,1,0.00%,4.26%,376
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1 (P61586),Transforming protein RhoA OS=Homo sapiens OX=9606 GN=RHOA PE=1 SV=1,P61586,,Uniprot_swissprot_human_JUN08_2018.fasta,"21,768.40",98.50%,0,0,2,0.00%,6.22%,193
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS PE=1 SV=5 (P07814),Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS PE=1 SV=5,P07814,,Uniprot_swissprot_human_JUN08_2018.fasta,"170,593.20",95.20%,1,1,1,0.00%,1.06%,1512
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 (P04264)","Keratin, type II cytoskeletal 2 epidermal OS=Homo sapiens OX=9606 GN=KRT2 PE=1 SV=2",P35908,,Uniprot_swissprot_human_JUN08_2018.fasta,"65,433.90",100.00%,2,2,4,0.01%,7.98%,639
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 (P06733),Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2,P06733,,Uniprot_swissprot_human_JUN08_2018.fasta,"47,170.20",100.00%,2,3,6,0.01%,2.53%,434
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4 (P08238),Heat shock protein HSP 90-alpha OS=Homo sapiens OX=9606 GN=HSP90AA1 PE=1 SV=5,P07900,,Uniprot_swissprot_human_JUN08_2018.fasta,"84,663.20",84.70%,0,0,0,0.00%,0.00%,732
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1 (P30050),60S ribosomal protein L12 OS=Homo sapiens OX=9606 GN=RPL12 PE=1 SV=1,P30050,,Uniprot_swissprot_human_JUN08_2018.fasta,"17,819.10",100.00%,2,3,4,0.01%,10.90%,165
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 (P54652),Heat shock 70 kDa protein 1-like OS=Homo sapiens OX=9606 GN=HSPA1L PE=1 SV=2,P34931,,Uniprot_swissprot_human_JUN08_2018.fasta,"70,377.10",100.00%,1,2,10,0.02%,8.42%,641
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2 (P38606),V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,P38606,,Uniprot_swissprot_human_JUN08_2018.fasta,"68,305.50",95.30%,1,1,1,0.00%,1.46%,617
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4 (P38919),Eukaryotic initiation factor 4A-III OS=Homo sapiens OX=9606 GN=EIF4A3 PE=1 SV=4,P38919,,Uniprot_swissprot_human_JUN08_2018.fasta,"46,872.40",6.90%,0,0,0,0.00%,0.00%,411
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1 (P17987),T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,P17987,,Uniprot_swissprot_human_JUN08_2018.fasta,"60,345.20",95.20%,1,1,1,0.00%,1.80%,556
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of 26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3 (P17980),26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3,P17980,,Uniprot_swissprot_human_JUN08_2018.fasta,"49,205.00",100.00%,1,1,1,0.00%,2.73%,439
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1 (P0CG47),Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1,"P0CG47,P0CG48",,Uniprot_swissprot_human_JUN08_2018.fasta,"77,042.40",100.00%,0,0,23,0.05%,16.20%,685
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 (P54652),Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1,P54652,,Uniprot_swissprot_human_JUN08_2018.fasta,"70,023.00",100.00%,2,5,47,0.10%,7.51%,639
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS PE=1 SV=2 (P14868)","Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS PE=1 SV=2",P14868,,Uniprot_swissprot_human_JUN08_2018.fasta,"57,136.70",98.90%,1,1,1,0.00%,2.59%,501
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1 (P68104),Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1,P68104,,Uniprot_swissprot_human_JUN08_2018.fasta,"50,141.20",100.00%,1,1,36,0.08%,21.60%,462
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2 (P20042),Eukaryotic translation initiation factor 2 subunit 2 OS=Homo sapiens OX=9606 GN=EIF2S2 PE=1 SV=2,P20042,,Uniprot_swissprot_human_JUN08_2018.fasta,"38,389.70",100.00%,2,3,3,0.01%,3.00%,333
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1 (P60900),Proteasome subunit alpha type-6 OS=Homo sapiens OX=9606 GN=PSMA6 PE=1 SV=1,P60900,,Uniprot_swissprot_human_JUN08_2018.fasta,"27,399.50",97.90%,1,1,1,0.00%,4.07%,246
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4 (P08238),Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4,P08238,,Uniprot_swissprot_human_JUN08_2018.fasta,"83,267.30",95.70%,0,0,8,0.02%,2.21%,724
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of V-type proton ATPase subunit B, kidney isoform OS=Homo sapiens OX=9606 GN=ATP6V1B1 PE=1 SV=3 (P15313)","V-type proton ATPase subunit B, kidney isoform OS=Homo sapiens OX=9606 GN=ATP6V1B1 PE=1 SV=3",P15313,,Uniprot_swissprot_human_JUN08_2018.fasta,"56,834.40",100.00%,0,0,4,0.01%,6.04%,513
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Probable histidine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=HARS2 PE=1 SV=1 (P49590)","Probable histidine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=HARS2 PE=1 SV=1",P49590,,Uniprot_swissprot_human_JUN08_2018.fasta,"56,889.60",87.90%,0,0,1,0.00%,1.78%,506
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1 (P51149),Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1,P51149,,Uniprot_swissprot_human_JUN08_2018.fasta,"23,490.00",100.00%,2,2,2,0.00%,10.10%,207
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of 26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1 (P62191),26S proteasome regulatory subunit 4 OS=Homo sapiens OX=9606 GN=PSMC1 PE=1 SV=1,P62191,,Uniprot_swissprot_human_JUN08_2018.fasta,"49,186.40",21.00%,0,0,0,0.00%,0.00%,440
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4 (P30101),Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,P30101,,Uniprot_swissprot_human_JUN08_2018.fasta,"56,784.60",100.00%,2,2,2,0.00%,1.98%,505
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1 (Q9NPE3),H/ACA ribonucleoprotein complex subunit 3 OS=Homo sapiens OX=9606 GN=NOP10 PE=1 SV=1,Q9NPE3,,Uniprot_swissprot_human_JUN08_2018.fasta,"7,706.20",95.80%,1,1,1,0.00%,14.10%,64
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Heat shock-related 70 kDa protein 2 OS=Homo sapiens OX=9606 GN=HSPA2 PE=1 SV=1 (P54652),Heat shock 70 kDa protein 1A OS=Homo sapiens OX=9606 GN=HSPA1A PE=1 SV=1,"P0DMV8,P0DMV9",,Uniprot_swissprot_human_JUN08_2018.fasta,"70,054.00",100.00%,1,1,13,0.03%,7.80%,641
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Phosphoglycerate mutase 2 OS=Homo sapiens OX=9606 GN=PGAM2 PE=1 SV=3 (P15259),Phosphoglycerate mutase 2 OS=Homo sapiens OX=9606 GN=PGAM2 PE=1 SV=3,P15259,,Uniprot_swissprot_human_JUN08_2018.fasta,"28,766.90",99.90%,1,2,2,0.00%,3.56%,253
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of 40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2 (P62244),40S ribosomal protein S15a OS=Homo sapiens OX=9606 GN=RPS15A PE=1 SV=2,P62244,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,840.00",100.00%,4,9,9,0.02%,11.50%,130
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Heat shock protein HSP 90-beta OS=Homo sapiens OX=9606 GN=HSP90AB1 PE=1 SV=4 (P08238),Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1,P14625,,Uniprot_swissprot_human_JUN08_2018.fasta,"92,471.70",95.10%,0,0,8,0.02%,1.99%,803
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Glyceraldehyde-3-phosphate dehydrogenase, testis-specific OS=Homo sapiens OX=9606 GN=GAPDHS PE=1 SV=2 (O14556)",Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3,P04406,,Uniprot_swissprot_human_JUN08_2018.fasta,"36,053.40",100.00%,2,2,9,0.02%,10.40%,335
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3 (P22314),Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3,P22314,,Uniprot_swissprot_human_JUN08_2018.fasta,"117,850.30",99.70%,1,1,1,0.00%,1.13%,1058
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2 (P38646)","Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",P38646,,Uniprot_swissprot_human_JUN08_2018.fasta,"73,681.30",99.80%,1,1,1,0.00%,2.36%,679
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Trypsin-1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1 (P07477),Trypsin-1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1,P07477,,Uniprot_swissprot_human_JUN08_2018.fasta,"26,558.10",39.20%,0,0,0,0.00%,0.00%,247
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Keratin, type I cytoskeletal 10 OS=Homo sapiens OX=9606 GN=KRT10 PE=1 SV=6 (P13645)","Keratin, type I cytoskeletal 16 OS=Homo sapiens OX=9606 GN=KRT16 PE=1 SV=4",P08779,,Uniprot_swissprot_human_JUN08_2018.fasta,"51,269.00",47.10%,0,0,1,0.00%,1.90%,473
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4 (P55072),Transitional endoplasmic reticulum ATPase OS=Homo sapiens OX=9606 GN=VCP PE=1 SV=4,P55072,,Uniprot_swissprot_human_JUN08_2018.fasta,"89,324.80",100.00%,1,1,1,0.00%,1.74%,806
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2BJ PE=1 SV=3 (P06899),Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2BJ PE=1 SV=3,P06899,,Uniprot_swissprot_human_JUN08_2018.fasta,"13,904.70",63.40%,0,0,1,0.00%,7.14%,126
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3 (P35527)","Keratin, type I cytoskeletal 9 OS=Homo sapiens OX=9606 GN=KRT9 PE=1 SV=3",P35527,,Uniprot_swissprot_human_JUN08_2018.fasta,"62,065.90",99.90%,1,2,2,0.00%,3.69%,623
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Histone H2B type 1-J OS=Homo sapiens OX=9606 GN=HIST1H2BJ PE=1 SV=3 (P06899),Histone H2B type 2-F OS=Homo sapiens OX=9606 GN=HIST2H2BF PE=1 SV=3,Q5QNW6,,Uniprot_swissprot_human_JUN08_2018.fasta,"13,920.60",51.40%,0,0,1,0.00%,7.14%,126
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of 26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1 (P62333),26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1,P62333,,Uniprot_swissprot_human_JUN08_2018.fasta,"44,174.90",60.20%,0,0,0,0.00%,0.00%,389
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2 (P04350),Tubulin beta-4A chain OS=Homo sapiens OX=9606 GN=TUBB4A PE=1 SV=2,P04350,,Uniprot_swissprot_human_JUN08_2018.fasta,"49,585.50",95.70%,0,0,1,0.00%,2.93%,444
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2 (Q15738)","Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2",Q15738,,Uniprot_swissprot_human_JUN08_2018.fasta,"41,900.80",100.00%,6,7,8,0.02%,13.40%,373
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2 (P06733),Beta-enolase OS=Homo sapiens OX=9606 GN=ENO3 PE=1 SV=5,P13929,,Uniprot_swissprot_human_JUN08_2018.fasta,"46,988.20",31.80%,0,0,0,0.00%,0.00%,434
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Elongation factor 1-alpha 1 OS=Homo sapiens OX=9606 GN=EEF1A1 PE=1 SV=1 (P68104),Elongation factor 1-alpha 2 OS=Homo sapiens OX=9606 GN=EEF1A2 PE=1 SV=1,Q05639,,Uniprot_swissprot_human_JUN08_2018.fasta,"50,470.60",100.00%,2,2,37,0.08%,20.70%,463
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Methylsterol monooxygenase 1 OS=Homo sapiens OX=9606 GN=MSMO1 PE=1 SV=1 (Q15800),Methylsterol monooxygenase 1 OS=Homo sapiens OX=9606 GN=MSMO1 PE=1 SV=1,Q15800,,Uniprot_swissprot_human_JUN08_2018.fasta,"35,217.20",100.00%,3,3,3,0.01%,8.19%,293
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3 (P27708),CAD protein OS=Homo sapiens OX=9606 GN=CAD PE=1 SV=3,P27708,,Uniprot_swissprot_human_JUN08_2018.fasta,"242,982.50",100.00%,1,2,2,0.00%,0.67%,2225
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of 60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2 (P10809)","60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2",P10809,,Uniprot_swissprot_human_JUN08_2018.fasta,"61,055.70",95.90%,1,1,1,0.00%,1.40%,573
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Polyubiquitin-B OS=Homo sapiens OX=9606 GN=UBB PE=1 SV=1 (P0CG47),Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2,P62987,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,728.90",61.80%,0,0,23,0.05%,28.90%,128
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4 (P06744),Glucose-6-phosphate isomerase OS=Homo sapiens OX=9606 GN=GPI PE=1 SV=4,P06744,,Uniprot_swissprot_human_JUN08_2018.fasta,"63,148.50",39.60%,0,0,0,0.00%,0.00%,558
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6 (P04264)","Keratin, type II cytoskeletal 1 OS=Homo sapiens OX=9606 GN=KRT1 PE=1 SV=6",P04264,,Uniprot_swissprot_human_JUN08_2018.fasta,"66,040.30",100.00%,2,2,3,0.01%,5.90%,644
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2 (P62917),60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2,P62917,,Uniprot_swissprot_human_JUN08_2018.fasta,"28,024.80",87.60%,1,1,1,0.00%,7.00%,257
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3 (P18085),ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3,P18085,,Uniprot_swissprot_human_JUN08_2018.fasta,"20,511.60",32.50%,0,0,0,0.00%,0.00%,180
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Nucleoside diphosphate kinase 3 OS=Homo sapiens OX=9606 GN=NME3 PE=1 SV=2 (Q13232),Nucleoside diphosphate kinase 3 OS=Homo sapiens OX=9606 GN=NME3 PE=1 SV=2,Q13232,,Uniprot_swissprot_human_JUN08_2018.fasta,"19,015.20",99.30%,1,1,1,0.00%,7.10%,169
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of ATP-dependent RNA helicase DDX3Y OS=Homo sapiens OX=9606 GN=DDX3Y PE=1 SV=2 (O15523),ATP-dependent RNA helicase DDX3Y OS=Homo sapiens OX=9606 GN=DDX3Y PE=1 SV=2,O15523,,Uniprot_swissprot_human_JUN08_2018.fasta,"73,155.80",100.00%,1,1,2,0.00%,3.33%,660
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3 (P55769),NHP2-like protein 1 OS=Homo sapiens OX=9606 GN=SNU13 PE=1 SV=3,P55769,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,173.80",61.60%,0,0,0,0.00%,0.00%,128
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2 (P37837),Transaldolase OS=Homo sapiens OX=9606 GN=TALDO1 PE=1 SV=2,P37837,,Uniprot_swissprot_human_JUN08_2018.fasta,"37,541.70",92.50%,0,0,0,0.00%,0.00%,337
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),"Cluster of Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=RSHIP4N_a PE=1 SV=2 (P54819)","Adenylate kinase 2, mitochondrial OS=Homo sapiens OX=9606 GN=RSHIP4N_a PE=1 SV=2",P54819,,Uniprot_swissprot_human_JUN08_2018.fasta,"26,479.00",100.00%,1,1,1,0.00%,4.18%,239
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1 (P62899),60S ribosomal protein L31 OS=Homo sapiens OX=9606 GN=RPL31 PE=1 SV=1,P62899,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,463.20",99.40%,1,1,1,0.00%,7.20%,125
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L39 OS=Homo sapiens OX=9606 GN=RPL39 PE=1 SV=2 (P62891),60S ribosomal protein L39 OS=Homo sapiens OX=9606 GN=RPL39 PE=1 SV=2,P62891,,Uniprot_swissprot_human_JUN08_2018.fasta,"6,407.20",100.00%,2,3,3,0.01%,21.60%,51
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1 (Q96AT9),Ribulose-phosphate 3-epimerase OS=Homo sapiens OX=9606 GN=RPE PE=1 SV=1,Q96AT9,,Uniprot_swissprot_human_JUN08_2018.fasta,"24,927.80",24.80%,0,0,0,0.00%,0.00%,228
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of 40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3 (P62854),40S ribosomal protein S26 OS=Homo sapiens OX=9606 GN=RPS26 PE=1 SV=3,P62854,,Uniprot_swissprot_human_JUN08_2018.fasta,"13,015.50",81.40%,0,0,0,0.00%,0.00%,115
My Experiment_human,7-gene,RSHIP4N_b,Service_Kachroo_2525_210722_3 (peptides_1_1_0.mzid),Cluster of 60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1 (P62829),60S ribosomal protein L23 OS=Homo sapiens OX=9606 GN=RPL23 PE=1 SV=1,P62829,,Uniprot_swissprot_human_JUN08_2018.fasta,"14,865.90",99.40%,1,1,3,0.01%,5.71%,140
